CC
"It is a very nice phone according to the price, I also liked this brand for the first time I hope I hope I have a problem .. I was satisfied with the packet and cargo. It was good if I hadn't entered the discount a few hours after I bought it.","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['nice', 'phone', 'according', 'price', 'also', 'liked', 'brand', 'first', 'time', 'hope', 'hope', 'problem', 'satisfied', 'packet', 'cargo', 'good', 'entered', 'discount', 'hour', 'bought']",nice phone according price also liked brand first time hope hope problem satisfied packet cargo good entered discount hour bought
"It's a good phone, I don't think you'll get upset. Fast, camera quality moderate, recommended",['Product'],['Product'],"['good', 'phone', 'think', 'get', 'upset', 'fast', 'camera', 'quality', 'moderate', 'recommended']",good phone think get upset fast camera quality moderate recommended
"The product is beautiful before I have already bought 4 units from different stores, small price performance phone","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['product', 'beautiful', 'already', 'bought', 'unit', 'different', 'store', 'small', 'price', 'performance', 'phone']",product beautiful already bought unit different store small price performance phone
I was very pleased that it works very quickly.,['Product'],['Product'],"['pleased', 'work', 'quickly']",pleased work quickly
"I bought the phone as a gift to my mother, I looked a little when I said the installation, etc., I really liked it. Fluent, fast, screen quality, wide screen, I liked the rijick structure of the phone. The quality of quality it gives for a phone at this price is really good. The photo is very, very good, I love it. For example, I liked the portrait mode on the selfie camera. I preferred the blue color and I recommend it to you, it has a pleasant color. Tuesday night Sip",['Product'],['Product'],"['bought', 'phone', 'gift', 'mother', 'looked', 'little', 'said', 'installation', 'etc', 'really', 'liked', 'fluent', 'fast', 'screen', 'quality', 'wide', 'screen', 'liked', 'rijick', 'structure', 'phone', 'quality', 'quality', 'give', 'phone', 'price', 'really', 'good', 'photo', 'good', 'love', 'example', 'liked', 'portrait', 'mode', 'selfie', 'camera', 'preferred', 'blue', 'color', 'recommend', 'pleasant', 'color', 'tuesday', 'night', 'sip']",bought phone gift mother looked little said installation etc really liked fluent fast screen quality wide screen liked rijick structure phone quality quality give phone price really good photo good love example liked portrait mode selfie camera preferred blue color recommend pleasant color tuesday night sip
Price performance product.,"['Product', 'Priceperformance', 'convenience']","['Product', 'Priceperformance', 'convenience']","['price', 'performance', 'product']",price performance product
"I am commenting on this phone right now, I have been using it for about 2 weeks, you can get it with peace of mind.",['Product'],['Product'],"['commenting', 'phone', 'right', 'using', 'week', 'get', 'peace', 'mind']",commenting phone right using week get peace mind
The product is really nice. I can even say that even the best phone on the market that can be bought at this price.,"['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['product', 'really', 'nice', 'even', 'say', 'even', 'best', 'phone', 'market', 'bought', 'price']",product really nice even say even best phone market bought price
"Really nice phone, but I had a protection on the window, I did not press the keys, but also returned to normal.",['Product'],['Product'],"['really', 'nice', 'phone', 'protection', 'window', 'press', 'key', 'also', 'returned', 'normal']",really nice phone protection window press key also returned normal
"Reliable shopping, fast shipping, cheap price. I have been using the phone for about 1 month, it's really good. I ordered it on Friday, it came on Monday. Thanks nisa communication thanks trendyol. 👍","['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['reliable', 'shopping', 'fast', 'shipping', 'cheap', 'price', 'using', 'phone', 'month', 'really', 'good', 'ordered', 'friday', 'came', 'monday', 'thanks', 'nisa', 'communication', 'thanks', 'trendyol']",reliable shopping fast shipping cheap price using phone month really good ordered friday came monday thanks nisa communication thanks trendyol
"The product is fine. There is no need to comment in terms of price performance at this price at this performance I can say that there is no phone opponent. I have been using it for approximately 2 months now, I have never had any troubles and very satisfied.","['Product', 'Priceperformance', 'convenience']","['Product', 'Priceperformance', 'convenience']","['product', 'fine', 'need', 'comment', 'term', 'price', 'performance', 'price', 'performance', 'say', 'phone', 'opponent', 'using', 'approximately', 'month', 'never', 'trouble', 'satisfied']",product fine need comment term price performance price performance say phone opponent using approximately month never trouble satisfied
The product is fine. It's not a thin phone. Satisfying charge and speed. The camera is enough for standard shooting. The cargo package was carefully made. thanks.,['Product'],['Product'],"['product', 'fine', 'thin', 'phone', 'satisfying', 'charge', 'speed', 'camera', 'enough', 'standard', 'shooting', 'cargo', 'package', 'carefully', 'made', 'thanks']",product fine thin phone satisfying charge speed camera enough standard shooting cargo package carefully made thanks
"I bought 128 very nice, but there is a shortage of sensor while talking, I always touch other places, so I close the screen.","['Product', 'your quality']","['Product', 'your quality']","['bought', 'nice', 'shortage', 'sensor', 'talking', 'always', 'touch', 'place', 'close', 'screen']",bought nice shortage sensor talking always touch place close screen
The product is announced to those who will get the headset from the very nice box.,"['Product', 'Speedeslimat', 'your quality']","['Product', 'Speedeslimat', 'your quality']","['product', 'announced', 'get', 'headset', 'nice', 'box']",product announced get headset nice box
"The product is very nice according to the price I gave a useful phone. I heard very good things before I got it. Everyone is satisfied. The charge does not end immediately. Everything is very nice. Before this phone, my brother took it and then I was very pleased. Money given to the end. It also comes out of its original sheath. But there's no headphones. Thanks trendyol ..","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['product', 'nice', 'according', 'price', 'gave', 'useful', 'phone', 'heard', 'good', 'thing', 'got', 'everyone', 'satisfied', 'charge', 'end', 'immediately', 'everything', 'nice', 'phone', 'brother', 'took', 'pleased', 'money', 'given', 'end', 'also', 'come', 'original', 'sheath', 'headphone', 'thanks', 'trendyol']",product nice according price gave useful phone heard good thing got everyone satisfied charge end immediately everything nice phone brother took pleased money given end also come original sheath headphone thanks trendyol
"The beautiful product macro camera is very successful in high light, but it makes you feel that it is 2 MP in low light, the price is very good in terms of performance","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['beautiful', 'product', 'macro', 'camera', 'successful', 'high', 'light', 'make', 'feel', 'low', 'light', 'price', 'good', 'term', 'performance']",beautiful product macro camera successful high light make feel low light price good term performance
This product has been using this product for a week.,['Product'],['Product'],"['product', 'using', 'product', 'week']",product using product week
Very nice phone can be called the best at this price.,['Product'],['Product'],"['nice', 'phone', 'called', 'best', 'price']",nice phone called best price
"Despite your product and this intensity, I was very pleased with your speed, thank you for your interest again, make the same discount again.",['Product'],['Product'],"['despite', 'product', 'intensity', 'pleased', 'speed', 'thank', 'interest', 'make', 'discount']",despite product intensity pleased speed thank interest make discount
"I have been using it for a year, it starts to hang out too much, it seems to take it too much.",['Product'],['Product'],"['using', 'year', 'start', 'hang', 'much', 'seems', 'take', 'much']",using year start hang much seems take much
Price is a very nice phone in terms of performance. I will see the durability in the coming days and write a comment again. I recommend it for now.,"['Product', 'Priceperformance']","['Product', 'Priceperformance']","['price', 'nice', 'phone', 'term', 'performance', 'see', 'durability', 'coming', 'day', 'write', 'comment', 'recommend']",price nice phone term performance see durability coming day write comment recommend
"The product is very nice, the best device that can be purchased at this price and I would definitely recommend it so comfortable.",['Product'],['Product'],"['product', 'nice', 'best', 'device', 'purchased', 'price', 'would', 'definitely', 'recommend', 'comfortable']",product nice best device purchased price would definitely recommend comfortable
A more beautiful phone came out than he guessed. I did not have any other problems of cargo. I recommend it to everyone.,['Product'],['Product'],"['beautiful', 'phone', 'came', 'guessed', 'problem', 'cargo', 'recommend', 'everyone']",beautiful phone came guessed problem cargo recommend everyone
The product is very beautiful as the nation has praised quickly we have reached our hands zero Türkiye guaranteed device also a transparent protection case in the box comes out you do not need to get a sheath and put a screen saver.,['Product'],['Product'],"['product', 'beautiful', 'nation', 'praised', 'quickly', 'reached', 'hand', 'zero', 'rkiye', 'guaranteed', 'device', 'also', 'transparent', 'protection', 'case', 'box', 'come', 'need', 'get', 'sheath', 'put', 'screen', 'saver']",product beautiful nation praised quickly reached hand zero rkiye guaranteed device also transparent protection case box come need get sheath put screen saver
"I think it will definitely recommend that a very nice phone value at this price is more than a great charging of the camera, even if you play very comfortably for 2 days, it goes charging",['Product'],['Product'],"['think', 'definitely', 'recommend', 'nice', 'phone', 'value', 'price', 'great', 'charging', 'camera', 'even', 'play', 'comfortably', 'day', 'go', 'charging']",think definitely recommend nice phone value price great charging camera even play comfortably day go charging
"It is definitely a very nice phone.Goruntu quality, photo shoot is great.",['Product'],['Product'],"['definitely', 'nice', 'phone', 'goruntu', 'quality', 'photo', 'shoot', 'great']",definitely nice phone goruntu quality photo shoot great
"I got a really great product without any problems without any problems, the camera speed, etc. everything is very nice thanks",['Product'],['Product'],"['got', 'really', 'great', 'product', 'without', 'problem', 'without', 'problem', 'camera', 'speed', 'etc', 'everything', 'nice', 'thanks']",got really great product without problem without problem camera speed etc everything nice thanks
"I have been using the product perfect for 2 weeks and it hasn't been a problem, it goes for 1.5 days, although I use it continuously.","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['using', 'product', 'perfect', 'week', 'problem', 'go', 'day', 'although', 'use', 'continuously']",using product perfect week problem go day although use continuously
The product is very nice and quality.,"['Product', 'good -up', 'your quality']","['Product', 'good -up', 'your quality']","['product', 'nice', 'quality']",product nice quality
I took the phone to my wife. The product is beautiful. The only flaw is that the rear cameras have a lot of output. But the cozunurluk flow battery life is very good and the wire is quite stable.,['Product'],['Product'],"['took', 'phone', 'wife', 'product', 'beautiful', 'flaw', 'rear', 'camera', 'lot', 'output', 'cozunurluk', 'flow', 'battery', 'life', 'good', 'wire', 'quite', 'stable']",took phone wife product beautiful flaw rear camera lot output cozunurluk flow battery life good wire quite stable
"A complete price performance product. We bought it for my wife. He has been using it for 1 week and very satisfied. The optical lens feature and sound performance is very good, I think those who think with peace of mind, came to the domestic cargo in a firmly packaged manner in general we were very pleased.","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['complete', 'price', 'performance', 'product', 'bought', 'wife', 'using', 'week', 'satisfied', 'optical', 'lens', 'feature', 'sound', 'performance', 'good', 'think', 'think', 'peace', 'mind', 'came', 'domestic', 'cargo', 'firmly', 'packaged', 'manner', 'general', 'pleased']",complete price performance product bought wife using week satisfied optical lens feature sound performance good think think peace mind came domestic cargo firmly packaged manner general pleased
"A very nice phone I recommend to everyone, very fast shipping was given at these prices",['Product'],['Product'],"['nice', 'phone', 'recommend', 'everyone', 'fast', 'shipping', 'given', 'price']",nice phone recommend everyone fast shipping given price
"Today I got it today, the product is very nice and useful, I am the Note 3 user, I could not see the Xiaomi people and the message application, I use Google's applications. I think the Xiaomis seem to be more useful. But in general it is a nice phone, I recommend it.",['Product'],['Product'],"['today', 'got', 'today', 'product', 'nice', 'useful', 'note', 'user', 'could', 'see', 'xiaomi', 'people', 'message', 'application', 'use', 'google', 'application', 'think', 'xiaomis', 'seem', 'useful', 'general', 'nice', 'phone', 'recommend']",today got today product nice useful note user could see xiaomi people message application use google application think xiaomis seem useful general nice phone recommend
"The product is really nice, I was very pleased. It has great performance A according to the price, whether it is a charge. The sound quality is also very good. The product has reached my hand in 3 days.","['Product', 'Priceperformance', 'Speedeslimat']","['Product', 'Priceperformance', 'Speedeslimat']","['product', 'really', 'nice', 'pleased', 'great', 'performance', 'according', 'price', 'whether', 'charge', 'sound', 'quality', 'also', 'good', 'product', 'reached', 'hand', 'day']",product really nice pleased great performance according price whether charge sound quality also good product reached hand day
The device was very successful compared to the price.,"['Product', 'Priceperformance']","['Product', 'Priceperformance']","['device', 'successful', 'compared', 'price']",device successful compared price
Xiaomi Redmi Note 7 user with Note 8 in terms of price performance in terms of a telephone produced.,"['Product', 'Priceperformance', 'Speedeslimat']","['Product', 'Priceperformance', 'Speedeslimat']","['xiaomi', 'redmi', 'note', 'user', 'note', 'term', 'price', 'performance', 'term', 'telephone', 'produced']",xiaomi redmi note user note term price performance term telephone produced
I would like to thank the trendyol family much better than I expect this product at this price very well.,['Product'],['Product'],"['would', 'like', 'thank', 'trendyol', 'family', 'much', 'better', 'expect', 'product', 'price', 'well']",would like thank trendyol family much better expect product price well
The best phone I've ever seen in my life,['Product'],['Product'],"['best', 'phone', 'ever', 'seen', 'life']",best phone ever seen life
"It came very fast, the product is so beautiful","['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['came', 'fast', 'product', 'beautiful']",came fast product beautiful
very nice phone is useful,['Product'],['Product'],"['nice', 'phone', 'useful']",nice phone useful
"I like the product. I bought it for my brother for the first time he was shooting a little bit because he was shopping, but he liked the product very much and then ordered it in another brother.",['Product'],['Product'],"['like', 'product', 'bought', 'brother', 'first', 'time', 'shooting', 'little', 'bit', 'shopping', 'liked', 'product', 'much', 'ordered', 'another', 'brother']",like product bought brother first time shooting little bit shopping liked product much ordered another brother
"First of all, the trendyola endless thanks can get it without thinking. When it comes to the phone, the camera has been a great 1 day, but I am very satisfied","['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['first', 'trendyola', 'endless', 'thanks', 'get', 'without', 'thinking', 'come', 'phone', 'camera', 'great', 'day', 'satisfied']",first trendyola endless thanks get without thinking come phone camera great day satisfied
"The product is very nice for those who see Redmi Note 7 according to the price, I am telling you like the same device, they added only 2 cameras.","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['product', 'nice', 'see', 'redmi', 'note', 'according', 'price', 'telling', 'like', 'device', 'added', 'camera']",product nice see redmi note according price telling like device added camera
The perfect blue color is really beautiful in terms of price performance. A phone that will see a lot of work that can be bought at this price.,"['Product', 'Priceperformance']","['Product', 'Priceperformance']","['perfect', 'blue', 'color', 'really', 'beautiful', 'term', 'price', 'performance', 'phone', 'see', 'lot', 'work', 'bought', 'price']",perfect blue color really beautiful term price performance phone see lot work bought price
The product is very nice,['Product'],['Product'],"['product', 'nice']",product nice
You can get it without thinking,['Product'],['Product'],"['get', 'without', 'thinking']",get without thinking
The product needs a good time,['Product'],['Product'],"['product', 'need', 'good', 'time']",product need good time
Xiaomi is very nice phone,['Product'],['Product'],"['xiaomi', 'nice', 'phone']",xiaomi nice phone
The product is beautiful. Fast delivery was made.,"['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['product', 'beautiful', 'fast', 'delivery', 'made']",product beautiful fast delivery made
nice phone.,['Product'],['Product'],"['nice', 'phone']",nice phone
"I like the product very well, I recommend it",['Product'],['Product'],"['like', 'product', 'well', 'recommend']",like product well recommend
"I bought it to my mother, it is more than enough, nice phone",['Product'],['Product'],"['bought', 'mother', 'enough', 'nice', 'phone']",bought mother enough nice phone
"Really reliable I was very pleased, my phone is very nice 👍",['Product'],['Product'],"['really', 'reliable', 'pleased', 'phone', 'nice']",really reliable pleased phone nice
"A nice phone with useful, thanks for the affordable price Trendyol","['Product', 'convenience']","['Product', 'convenience']","['nice', 'phone', 'useful', 'thanks', 'affordable', 'price', 'trendyol']",nice phone useful thanks affordable price trendyol
"I was very pleased, I would definitely recommend reliable company excellent service",['Product'],['Product'],"['pleased', 'would', 'definitely', 'recommend', 'reliable', 'company', 'excellent', 'service']",pleased would definitely recommend reliable company excellent service
Very nice phone is taken without thinking undisputed,['Product'],['Product'],"['nice', 'phone', 'taken', 'without', 'thinking', 'undisputed']",nice phone taken without thinking undisputed
"a very nice phone, we did not have any problems, thanks",['Product'],['Product'],"['nice', 'phone', 'problem', 'thanks']",nice phone problem thanks
The product is excellent.,['Product'],['Product'],"['product', 'excellent']",product excellent
nice product fast shipping I recommend nice,"['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['nice', 'product', 'fast', 'shipping', 'recommend', 'nice']",nice product fast shipping recommend nice
"A very nice phone, it reached me smoothly",['Product'],['Product'],"['nice', 'phone', 'reached', 'smoothly']",nice phone reached smoothly
The price performance product was a very nice product we bought while we were on a discount.,"['Product', 'Priceperformance']","['Product', 'Priceperformance']","['price', 'performance', 'product', 'nice', 'product', 'bought', 'discount']",price performance product nice product bought discount
It works well.,['Product'],['Product'],"['work', 'well']",work well
The product is fine but it does not write imei number on the bill,['Product'],['Product'],"['product', 'fine', 'write', 'imei', 'number', 'bill']",product fine write imei number bill
"The best price was here, it's fine phone","['Product', 'convenience']","['Product', 'convenience']","['best', 'price', 'fine', 'phone']",best price fine phone
I was very satisfied with a really affordable phone according to your features,"['Product', 'convenience']","['Product', 'convenience']","['satisfied', 'really', 'affordable', 'phone', 'according', 'feature']",satisfied really affordable phone according feature
A very nice product is better than I expected,['Product'],['Product'],"['nice', 'product', 'better', 'expected']",nice product better expected
"We got it for my son, I got a very nice product, I recommend it for my son",['Product'],['Product'],"['got', 'son', 'got', 'nice', 'product', 'recommend', 'son']",got son got nice product recommend son
I bought a nice phone to my mother useful 👍🏻,['Product'],['Product'],"['bought', 'nice', 'phone', 'mother', 'useful']",bought nice phone mother useful
"The product is beautiful alone, now it's very expensive, don't buy it.",['Product'],['Product'],"['product', 'beautiful', 'alone', 'expensive', 'buy']",product beautiful alone expensive buy
"The price has increased, a very nice phone fake camera is not too good, unfortunately, unfortunately",['Product'],['Product'],"['price', 'increased', 'nice', 'phone', 'fake', 'camera', 'good', 'unfortunately', 'unfortunately']",price increased nice phone fake camera good unfortunately unfortunately
"It's a very nice phone, it's a good thing I don't choose this model",['Product'],['Product'],"['nice', 'phone', 'good', 'thing', 'choose', 'model']",nice phone good thing choose model
"The product is very nice fast and performance, it can be taken",['Product'],['Product'],"['product', 'nice', 'fast', 'performance', 'taken']",product nice fast performance taken
"We bought it to my mother, really nice phone shipping was also fine",['Product'],['Product'],"['bought', 'mother', 'really', 'nice', 'phone', 'shipping', 'also', 'fine']",bought mother really nice phone shipping also fine
"We were very pleased as a very nice product price, thank you",['Product'],['Product'],"['pleased', 'nice', 'product', 'price', 'thank']",pleased nice product price thank
A nice product was best sold here,['Product'],['Product'],"['nice', 'product', 'best', 'sold']",nice product best sold
The beautiful phone meets your expectations,['Product'],['Product'],"['beautiful', 'phone', 'meet', 'expectation']",beautiful phone meet expectation
"A very nice product according to the price is something like a china virus, nothing more :-)","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['nice', 'product', 'according', 'price', 'something', 'like', 'china', 'virus', 'nothing']",nice product according price something like china virus nothing
Very good. The product is very nice.,['Product'],['Product'],"['good', 'product', 'nice']",good product nice
I was very pleased with my product expectation. And the cargo process is very fast,['Product'],['Product'],"['pleased', 'product', 'expectation', 'cargo', 'process', 'fast']",pleased product expectation cargo process fast
A more beautiful phone than I expected. I was no happier for a sheath gift 👍,['Product'],['Product'],"['beautiful', 'phone', 'expected', 'happier', 'sheath', 'gift']",beautiful phone expected happier sheath gift
"At this price, this phone is really great, but after I get it, it deserves a little risen, but it deserves ..",['Product'],['Product'],"['price', 'phone', 'really', 'great', 'get', 'deserves', 'little', 'risen', 'deserves']",price phone really great get deserves little risen deserves
Thanks for fast delivery and a very nice phone ...,"['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['thanks', 'fast', 'delivery', 'nice', 'phone']",thanks fast delivery nice phone
Fast delivery reliable shopping nice phone thanks trendyol 😊,"['Product', 'Speedeslimat']","['Product', 'Speedeslimat']","['fast', 'delivery', 'reliable', 'shopping', 'nice', 'phone', 'thanks', 'trendyol']",fast delivery reliable shopping nice phone thanks trendyol
It has a very good performance compared to a very nice phone price,"['Product', 'Priceperformance']","['Product', 'Priceperformance']","['good', 'performance', 'compared', 'nice', 'phone', 'price']",good performance compared nice phone price
"The product was very nicely liked to my wife, thanks ...",['Product'],['Product'],"['product', 'nicely', 'liked', 'wife', 'thanks']",product nicely liked wife thanks
I liked the product very much and I ordered 1 more thanks.,['Product'],['Product'],"['liked', 'product', 'much', 'ordered', 'thanks']",liked product much ordered thanks
"I would recommend it to anyone who wants to buy it, it was as it seems, a very nice phone",['Product'],['Product'],"['would', 'recommend', 'anyone', 'want', 'buy', 'seems', 'nice', 'phone']",would recommend anyone want buy seems nice phone
"It was a little upset that the headphones had no headphones, but it is a very nice product. Very stylish.",['Product'],['Product'],"['little', 'upset', 'headphone', 'headphone', 'nice', 'product', 'stylish']",little upset headphone headphone nice product stylish
Very nice product for a very good phone price,"['Product', 'Priceperformance']","['Product', 'Priceperformance']","['nice', 'product', 'good', 'phone', 'price']",nice product good phone price
A nice product. Price performance balance is very good,"['Product', 'Priceperformance']","['Product', 'Priceperformance']","['nice', 'product', 'price', 'performance', 'balance', 'good']",nice product price performance balance good
"I use a good product for the price, I was very satisfied","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['use', 'good', 'product', 'price', 'satisfied']",use good product price satisfied
"According to the price, it is really nice to work ...","['Product', 'Priceperformance']","['Product', 'Priceperformance']","['according', 'price', 'really', 'nice', 'work']",according price really nice work
"Beautiful phone, nice price, successful seller","['Product', 'convenience']","['Product', 'convenience']","['beautiful', 'phone', 'nice', 'price', 'successful', 'seller']",beautiful phone nice price successful seller
